n;block;class;phase;u
145;18;1;0;0.426776695297
146;18;1;0;0.426776695297
147;18;1;0;0.250000000000
148;18;1;0;0.250000000000
149;18;1;0;0.073223304703
150;18;1;0;0.073223304703
151;18;1;0;0.000000000000
152;19;0;4;0.250000000000
153;19;0;4;0.073223304703
154;19;0;4;0.000000000000
155;19;0;4;0.073223304703
156;19;0;4;0.250000000000
157;19;0;4;0.426776695297
158;19;0;4;0.500000000000
159;19;0;4;0.426776695297
160;20;1;7;0.000000000000
161;20;1;7;0.500000000000
162;20;1;7;0.426776695297
163;20;1;7;0.426776695297
164;20;1;7;0.250000000000
165;20;1;7;0.250000000000
166;20;1;7;0.073223304703
167;20;1;7;0.073223304703
168;21;2;2;0.250000000000
169;21;2;2;0.426776695297
170;21;2;2;0.500000000000
171;21;2;2;0.426776695297
172;21;2;2;0.250000000000
173;21;2;2;0.073223304703
174;21;2;2;0.000000000000
175;21;2;2;0.073223304703
176;22;1;5;0.073223304703
177;22;1;5;0.073223304703
178;22;1;5;0.000000000000
179;22;1;5;0.500000000000
180;22;1;5;0.426776695297
181;22;1;5;0.426776695297
182;22;1;5;0.250000000000
183;22;1;5;0.250000000000
184;23;0;1;0.426776695297
185;23;0;1;0.500000000000
186;23;0;1;0.426776695297
187;23;0;1;0.250000000000
188;23;0;1;0.073223304703
189;23;0;1;0.000000000000
190;23;0;1;0.073223304703
191;23;0;1;0.250000000000
192;24;1;4;0.250000000000
193;24;1;4;0.073223304703
194;24;1;4;0.073223304703
195;24;1;4;0.000000000000
196;24;1;4;0.500000000000
197;24;1;4;0.426776695297
198;24;1;4;0.426776695297
199;24;1;4;0.250000000000
200;25;1;1;0.426776695297
201;25;1;1;0.426776695297
202;25;1;1;0.250000000000
203;25;1;1;0.250000000000
204;25;1;1;0.073223304703
205;25;1;1;0.073223304703
206;25;1;1;0.000000000000
207;25;1;1;0.500000000000
208;26;1;2;0.426776695297
209;26;1;2;0.250000000000
210;26;1;2;0.250000000000
211;26;1;2;0.073223304703
212;26;1;2;0.073223304703
213;26;1;2;0.000000000000
214;26;1;2;0.500000000000
215;26;1;2;0.426776695297
216;27;2;4;0.500000000000
217;27;2;4;0.426776695297
218;27;2;4;0.250000000000
219;27;2;4;0.073223304703
220;27;2;4;0.000000000000
221;27;2;4;0.073223304703
222;27;2;4;0.250000000000
223;27;2;4;0.426776695297
224;28;0;6;0.000000000000
225;28;0;6;0.073223304703
226;28;0;6;0.250000000000
227;28;0;6;0.426776695297
228;28;0;6;0.500000000000
229;28;0;6;0.426776695297
230;28;0;6;0.250000000000
231;28;0;6;0.073223304703
232;29;2;6;0.250000000000
233;29;2;6;0.073223304703
234;29;2;6;0.000000000000
235;29;2;6;0.073223304703
236;29;2;6;0.250000000000
237;29;2;6;0.426776695297
238;29;2;6;0.500000000000
239;29;2;6;0.426776695297
240;30;2;7;0.073223304703
241;30;2;7;0.000000000000
242;30;2;7;0.073223304703
243;30;2;7;0.250000000000
244;30;2;7;0.426776695297
245;30;2;7;0.500000000000
246;30;2;7;0.426776695297
247;30;2;7;0.250000000000
248;31;2;5;0.426776695297
249;31;2;5;0.250000000000
250;31;2;5;0.073223304703
251;31;2;5;0.000000000000
252;31;2;5;0.073223304703
253;31;2;5;0.250000000000
254;31;2;5;0.426776695297
255;31;2;5;0.500000000000
256;32;0;1;0.426776695297
257;32;0;1;0.500000000000
258;32;0;1;0.426776695297
259;32;0;1;0.250000000000
260;32;0;1;0.073223304703
261;32;0;1;0.000000000000
262;32;0;1;0.073223304703
263;32;0;1;0.250000000000
264;33;2;0;0.000000000000
265;33;2;0;0.073223304703
266;33;2;0;0.250000000000
267;33;2;0;0.426776695297
268;33;2;0;0.500000000000
269;33;2;0;0.426776695297
270;33;2;0;0.250000000000
271;33;2;0;0.073223304703
272;34;1;0;0.500000000000
273;34;1;0;0.426776695297
274;34;1;0;0.426776695297
275;34;1;0;0.250000000000
276;34;1;0;0.250000000000
277;34;1;0;0.073223304703
278;34;1;0;0.073223304703
279;34;1;0;0.000000000000
280;35;1;4;0.250000000000
281;35;1;4;0.073223304703
282;35;1;4;0.073223304703
283;35;1;4;0.000000000000
284;35;1;4;0.500000000000
285;35;1;4;0.426776695297
286;35;1;4;0.426776695297
287;35;1;4;0.250000000000
288;36;0;4;0.250000000000
289;36;0;4;0.073223304703
290;36;0;4;0.000000000000
291;36;0;4;0.073223304703
292;36;0;4;0.250000000000
293;36;0;4;0.426776695297
294;36;0;4;0.500000000000
295;36;0;4;0.426776695297
296;37;1;5;0.073223304703
297;37;1;5;0.073223304703
298;37;1;5;0.000000000000
299;37;1;5;0.500000000000
300;37;1;5;0.426776695297
301;37;1;5;0.426776695297
302;37;1;5;0.250000000000
303;37;1;5;0.250000000000
304;38;0;1;0.426776695297
305;38;0;1;0.500000000000
306;38;0;1;0.426776695297
307;38;0;1;0.250000000000
308;38;0;1;0.073223304703
309;38;0;1;0.000000000000
310;38;0;1;0.073223304703
311;38;0;1;0.250000000000
312;39;1;6;0.073223304703
313;39;1;6;0.000000000000
314;39;1;6;0.500000000000
315;39;1;6;0.426776695297
316;39;1;6;0.426776695297
317;39;1;6;0.250000000000
318;39;1;6;0.250000000000
319;39;1;6;0.073223304703
320;40;2;5;0.426776695297
321;40;2;5;0.250000000000
322;40;2;5;0.073223304703
323;40;2;5;0.000000000000
324;40;2;5;0.073223304703
325;40;2;5;0.250000000000
326;40;2;5;0.426776695297
327;40;2;5;0.500000000000
328;41;2;0;0.000000000000
329;41;2;0;0.073223304703
330;41;2;0;0.250000000000
331;41;2;0;0.426776695297
332;41;2;0;0.500000000000
333;41;2;0;0.426776695297
334;41;2;0;0.250000000000
335;41;2;0;0.073223304703
336;42;2;3;0.426776695297
337;42;2;3;0.500000000000
338;42;2;3;0.426776695297
339;42;2;3;0.250000000000
340;42;2;3;0.073223304703
341;42;2;3;0.000000000000
342;42;2;3;0.073223304703
343;42;2;3;0.250000000000
344;43;2;7;0.073223304703
345;43;2;7;0.000000000000
346;43;2;7;0.073223304703
347;43;2;7;0.250000000000
348;43;2;7;0.426776695297
349;43;2;7;0.500000000000
350;43;2;7;0.426776695297
351;43;2;7;0.250000000000
352;44;1;7;0.000000000000
353;44;1;7;0.500000000000
354;44;1;7;0.426776695297
355;44;1;7;0.426776695297
356;44;1;7;0.250000000000
357;44;1;7;0.250000000000
358;44;1;7;0.073223304703
359;44;1;7;0.073223304703
360;45;0;7;0.073223304703
361;45;0;7;0.250000000000
362;45;0;7;0.426776695297
363;45;0;7;0.500000000000
364;45;0;7;0.426776695297
365;45;0;7;0.250000000000
366;45;0;7;0.073223304703
367;45;0;7;0.000000000000
368;46;0;2;0.500000000000
369;46;0;2;0.426776695297
370;46;0;2;0.250000000000
371;46;0;2;0.073223304703
372;46;0;2;0.000000000000
373;46;0;2;0.073223304703
374;46;0;2;0.250000000000
375;46;0;2;0.426776695297
376;47;2;6;0.250000000000
377;47;2;6;0.073223304703
378;47;2;6;0.000000000000
379;47;2;6;0.073223304703
380;47;2;6;0.250000000000
381;47;2;6;0.426776695297
382;47;2;6;0.500000000000
383;47;2;6;0.426776695297
384;48;0;6;0.000000000000
385;48;0;6;0.073223304703
386;48;0;6;0.250000000000
387;48;0;6;0.426776695297
388;48;0;6;0.500000000000
389;48;0;6;0.426776695297
390;48;0;6;0.250000000000
391;48;0;6;0.073223304703
392;49;0;0;0.250000000000
393;49;0;0;0.426776695297
394;49;0;0;0.500000000000
395;49;0;0;0.426776695297
396;49;0;0;0.250000000000
397;49;0;0;0.073223304703
398;49;0;0;0.000000000000
399;49;0;0;0.073223304703
