n;u;x;y_next
141;0.315090716313;3.206025118529;4.595149331513
142;0.318266863943;3.408187773825;5.228867089699
143;0.322559271491;3.681400674699;5.954647760641
144;0.328010896250;4.028398064420;6.784264814297
145;0.334691396913;4.453613737646;7.727392126562
146;0.342688725041;4.962645835045;8.789073869373
147;0.352096365790;5.561444711999;9.965909347903
148;0.362993885386;6.255074780365;11.240620324586
149;0.375417816473;7.045861352774;12.574956995936
150;0.389319846893;7.930729347290;13.901659315350
151;0.404510677270;8.897629807542;15.117677186892
152;0.420592247716;9.921226113988;16.083066291154
153;0.436889961295;10.958579989263;16.632058828139
154;0.452410322107;11.946455150734;16.602376243804
155;0.465863678527;12.802764923904;15.882488022079
156;0.475794193994;13.434844917992;14.463295848033
157;0.480832362232;13.755525688434;12.467740095505
158;0.480023281044;13.704027452055;10.133680321292
159;0.473114591664;13.264287505300;7.749555367563
160;0.460670138096;12.472194671418;5.573158588155
161;0.443945556945;11.407670559794;3.773457516779
162;0.424581160119;10.175121466760;2.415769425316
163;0.404247315934;8.880866787320;1.482548283291
164;0.384368387410;7.615567612602;0.908366649088
165;0.365981838621;6.445258811530;0.611353224722
166;0.349720297292;5.410207309703;0.513647867991
167;0.335870935416;4.528691682270;0.551224604955
168;0.324466123235;3.802772303688;0.676488610655
169;0.315374127191;3.224064297557;0.857045127059
170;0.308374439223;2.778532266063;1.072972392369
171;0.303213321208;2.450025709130;1.313888131885
172;0.299640997803;2.222646358638;1.576394611772
173;0.297434224998;2.082184673017;1.862092677032
174;0.296408310445;2.016884934400;2.176162793702
175;0.296422145611;2.017765546483;2.526430477100
176;0.297379021239;2.078670938886;2.922807559146
177;0.299225213105;2.196181550221;3.376997200621
178;0.301947647605;2.369465242137;3.902351116340
179;0.305571401401;2.600118150905;4.513760575418
180;0.310157327689;2.892013598945;5.227439161735
181;0.315799681654;3.251150954143;6.060405943528
182;0.322623170937;3.685467891713;7.029393343903
183;0.330778301273;4.204544142260;8.148778379397
184;0.340433131914;4.819076722716;9.426976558417
185;0.351758524366;5.539941014047;10.860592018640
186;0.364902670172;6.376569447981;12.425625000737
187;0.379949381022;7.334296661392;14.065511461933
188;0.396854163471;8.410290634321;15.677261420550
189;0.415354414193;9.587836594205;17.100130381194
190;0.434858556270;10.829280510194;18.116121106490
191;0.454337600128;12.069126917795;18.475798871026
192;0.472271781793;13.210642429167;17.959845837708
193;0.486732080486;14.131044350203;16.468311425434
194;0.495668520772;14.699851190299;14.098200398020
195;0.497395855578;14.809796517670;11.152481341310
196;0.491123058225;14.410531270378;8.053727502292
197;0.477270712299;13.528825707328;5.203373530067
198;0.457388232794;12.263300511740;2.868077785001
199;0.433707252693;10.755999726322;1.145440552271
