n;block;class;phase;u
100;12;1;7;0.250000000000
101;12;1;7;0.250000000000
102;12;1;7;0.073223304703
103;12;1;7;0.073223304703
104;13;2;7;0.500000000000
105;13;2;7;0.000000000000
106;13;2;7;0.073223304703
107;13;2;7;0.073223304703
108;13;2;7;0.250000000000
109;13;2;7;0.250000000000
110;13;2;7;0.426776695297
111;13;2;7;0.426776695297
112;14;2;0;0.000000000000
113;14;2;0;0.073223304703
114;14;2;0;0.073223304703
115;14;2;0;0.250000000000
116;14;2;0;0.250000000000
117;14;2;0;0.426776695297
118;14;2;0;0.426776695297
119;14;2;0;0.500000000000
120;15;0;5;0.073223304703
121;15;0;5;0.000000000000
122;15;0;5;0.073223304703
123;15;0;5;0.250000000000
124;15;0;5;0.426776695297
125;15;0;5;0.500000000000
126;15;0;5;0.426776695297
127;15;0;5;0.250000000000
128;16;1;0;0.500000000000
129;16;1;0;0.426776695297
130;16;1;0;0.426776695297
131;16;1;0;0.250000000000
132;16;1;0;0.250000000000
133;16;1;0;0.073223304703
134;16;1;0;0.073223304703
135;16;1;0;0.000000000000
136;17;0;7;0.073223304703
137;17;0;7;0.250000000000
138;17;0;7;0.426776695297
139;17;0;7;0.500000000000
140;17;0;7;0.426776695297
141;17;0;7;0.250000000000
142;17;0;7;0.073223304703
143;17;0;7;0.000000000000
144;18;1;6;0.073223304703
145;18;1;6;0.000000000000
146;18;1;6;0.500000000000
147;18;1;6;0.426776695297
148;18;1;6;0.426776695297
149;18;1;6;0.250000000000
150;18;1;6;0.250000000000
151;18;1;6;0.073223304703
152;19;0;3;0.426776695297
153;19;0;3;0.250000000000
154;19;0;3;0.073223304703
155;19;0;3;0.000000000000
156;19;0;3;0.073223304703
157;19;0;3;0.250000000000
158;19;0;3;0.426776695297
159;19;0;3;0.500000000000
160;20;2;1;0.073223304703
161;20;2;1;0.073223304703
162;20;2;1;0.250000000000
163;20;2;1;0.250000000000
164;20;2;1;0.426776695297
165;20;2;1;0.426776695297
166;20;2;1;0.500000000000
167;20;2;1;0.000000000000
168;21;0;1;0.426776695297
169;21;0;1;0.500000000000
170;21;0;1;0.426776695297
171;21;0;1;0.250000000000
172;21;0;1;0.073223304703
173;21;0;1;0.000000000000
174;21;0;1;0.073223304703
175;21;0;1;0.250000000000
176;22;1;1;0.426776695297
177;22;1;1;0.426776695297
178;22;1;1;0.250000000000
179;22;1;1;0.250000000000
180;22;1;1;0.073223304703
181;22;1;1;0.073223304703
182;22;1;1;0.000000000000
183;22;1;1;0.500000000000
184;23;0;7;0.073223304703
185;23;0;7;0.250000000000
186;23;0;7;0.426776695297
187;23;0;7;0.500000000000
188;23;0;7;0.426776695297
189;23;0;7;0.250000000000
190;23;0;7;0.073223304703
191;23;0;7;0.000000000000
192;24;2;4;0.250000000000
193;24;2;4;0.426776695297
194;24;2;4;0.426776695297
195;24;2;4;0.500000000000
196;24;2;4;0.000000000000
197;24;2;4;0.073223304703
198;24;2;4;0.073223304703
199;24;2;4;0.250000000000
200;25;0;4;0.250000000000
201;25;0;4;0.073223304703
202;25;0;4;0.000000000000
203;25;0;4;0.073223304703
204;25;0;4;0.250000000000
205;25;0;4;0.426776695297
206;25;0;4;0.500000000000
207;25;0;4;0.426776695297
208;26;1;5;0.073223304703
209;26;1;5;0.073223304703
210;26;1;5;0.000000000000
211;26;1;5;0.500000000000
212;26;1;5;0.426776695297
213;26;1;5;0.426776695297
214;26;1;5;0.250000000000
215;26;1;5;0.250000000000
216;27;0;6;0.000000000000
217;27;0;6;0.073223304703
218;27;0;6;0.250000000000
219;27;0;6;0.426776695297
220;27;0;6;0.500000000000
221;27;0;6;0.426776695297
222;27;0;6;0.250000000000
223;27;0;6;0.073223304703
224;28;2;3;0.250000000000
225;28;2;3;0.250000000000
226;28;2;3;0.426776695297
227;28;2;3;0.426776695297
228;28;2;3;0.500000000000
229;28;2;3;0.000000000000
230;28;2;3;0.073223304703
231;28;2;3;0.073223304703
232;29;1;3;0.250000000000
233;29;1;3;0.250000000000
234;29;1;3;0.073223304703
235;29;1;3;0.073223304703
236;29;1;3;0.000000000000
237;29;1;3;0.500000000000
238;29;1;3;0.426776695297
239;29;1;3;0.426776695297
240;30;2;6;0.426776695297
241;30;2;6;0.500000000000
242;30;2;6;0.000000000000
243;30;2;6;0.073223304703
244;30;2;6;0.073223304703
245;30;2;6;0.250000000000
246;30;2;6;0.250000000000
247;30;2;6;0.426776695297
248;31;1;6;0.073223304703
249;31;1;6;0.000000000000
250;31;1;6;0.500000000000
251;31;1;6;0.426776695297
252;31;1;6;0.426776695297
253;31;1;6;0.250000000000
254;31;1;6;0.250000000000
255;31;1;6;0.073223304703
256;32;2;2;0.073223304703
257;32;2;2;0.250000000000
258;32;2;2;0.250000000000
259;32;2;2;0.426776695297
260;32;2;2;0.426776695297
261;32;2;2;0.500000000000
262;32;2;2;0.000000000000
263;32;2;2;0.073223304703
264;33;2;5;0.426776695297
265;33;2;5;0.426776695297
266;33;2;5;0.500000000000
267;33;2;5;0.000000000000
268;33;2;5;0.073223304703
269;33;2;5;0.073223304703
270;33;2;5;0.250000000000
271;33;2;5;0.250000000000
272;34;0;6;0.000000000000
273;34;0;6;0.073223304703
274;34;0;6;0.250000000000
275;34;0;6;0.426776695297
276;34;0;6;0.500000000000
277;34;0;6;0.426776695297
278;34;0;6;0.250000000000
279;34;0;6;0.073223304703
280;35;1;6;0.073223304703
281;35;1;6;0.000000000000
282;35;1;6;0.500000000000
283;35;1;6;0.426776695297
284;35;1;6;0.426776695297
285;35;1;6;0.250000000000
286;35;1;6;0.250000000000
287;35;1;6;0.073223304703
288;36;0;7;0.073223304703
289;36;0;7;0.250000000000
290;36;0;7;0.426776695297
291;36;0;7;0.500000000000
292;36;0;7;0.426776695297
293;36;0;7;0.250000000000
294;36;0;7;0.073223304703
295;36;0;7;0.000000000000
296;37;0;3;0.426776695297
297;37;0;3;0.250000000000
298;37;0;3;0.073223304703
299;37;0;3;0.000000000000
300;37;0;3;0.073223304703
301;37;0;3;0.250000000000
302;37;0;3;0.426776695297
303;37;0;3;0.500000000000
304;38;1;4;0.250000000000
305;38;1;4;0.073223304703
306;38;1;4;0.073223304703
307;38;1;4;0.000000000000
308;38;1;4;0.500000000000
309;38;1;4;0.426776695297
310;38;1;4;0.426776695297
311;38;1;4;0.250000000000
312;39;2;3;0.250000000000
313;39;2;3;0.250000000000
314;39;2;3;0.426776695297
315;39;2;3;0.426776695297
316;39;2;3;0.500000000000
317;39;2;3;0.000000000000
318;39;2;3;0.073223304703
319;39;2;3;0.073223304703
320;40;0;4;0.250000000000
321;40;0;4;0.073223304703
322;40;0;4;0.000000000000
323;40;0;4;0.073223304703
324;40;0;4;0.250000000000
325;40;0;4;0.426776695297
326;40;0;4;0.500000000000
327;40;0;4;0.426776695297
328;41;1;1;0.426776695297
329;41;1;1;0.426776695297
330;41;1;1;0.250000000000
331;41;1;1;0.250000000000
332;41;1;1;0.073223304703
333;41;1;1;0.073223304703
334;41;1;1;0.000000000000
335;41;1;1;0.500000000000
336;42;2;7;0.500000000000
337;42;2;7;0.000000000000
338;42;2;7;0.073223304703
339;42;2;7;0.073223304703
340;42;2;7;0.250000000000
341;42;2;7;0.250000000000
342;42;2;7;0.426776695297
343;42;2;7;0.426776695297
344;43;2;4;0.250000000000
345;43;2;4;0.426776695297
346;43;2;4;0.426776695297
347;43;2;4;0.500000000000
348;43;2;4;0.000000000000
349;43;2;4;0.073223304703
350;43;2;4;0.073223304703
351;43;2;4;0.250000000000
352;44;2;6;0.426776695297
353;44;2;6;0.500000000000
354;44;2;6;0.000000000000
355;44;2;6;0.073223304703
356;44;2;6;0.073223304703
357;44;2;6;0.250000000000
358;44;2;6;0.250000000000
359;44;2;6;0.426776695297
360;45;0;5;0.073223304703
361;45;0;5;0.000000000000
362;45;0;5;0.073223304703
363;45;0;5;0.250000000000
364;45;0;5;0.426776695297
365;45;0;5;0.500000000000
366;45;0;5;0.426776695297
367;45;0;5;0.250000000000
368;46;0;2;0.500000000000
369;46;0;2;0.426776695297
370;46;0;2;0.250000000000
371;46;0;2;0.073223304703
372;46;0;2;0.000000000000
373;46;0;2;0.073223304703
374;46;0;2;0.250000000000
375;46;0;2;0.426776695297
376;47;1;2;0.426776695297
377;47;1;2;0.250000000000
378;47;1;2;0.250000000000
379;47;1;2;0.073223304703
380;47;1;2;0.073223304703
381;47;1;2;0.000000000000
382;47;1;2;0.500000000000
383;47;1;2;0.426776695297
384;48;1;3;0.250000000000
385;48;1;3;0.250000000000
386;48;1;3;0.073223304703
387;48;1;3;0.073223304703
388;48;1;3;0.000000000000
389;48;1;3;0.500000000000
390;48;1;3;0.426776695297
391;48;1;3;0.426776695297
392;49;2;2;0.073223304703
393;49;2;2;0.250000000000
394;49;2;2;0.250000000000
395;49;2;2;0.426776695297
396;49;2;2;0.426776695297
397;49;2;2;0.500000000000
398;49;2;2;0.000000000000
399;49;2;2;0.073223304703
