n;u;x;y_next;x_next
45;0.270365764261;1.343526236763;1.110836847275;0.930255240737
46;0.263958730096;0.930255240737;-3.864902093863;-2.300741310666
47;0.213867856332;-2.300741310666;-3.334258746092;-2.121549850137
48;0.216645902265;-2.121549850137;3.634882591187;2.125175374636
49;0.282483848471;2.125175374636;-5.030411459495;-2.955662443873
50;0.203714465177;-2.955662443873;3.707698455066;2.101312155826
51;0.282113891567;2.101312155826;-8.302613865226;-5.005808183492
52;0.171930589891;-5.005808183492;-6.121681331854;-3.399363169330
53;0.196835672001;-3.399363169330;12.142929326662;7.321393054923
54;0.363041991981;7.321393054923;9.000385630795;4.903235369183
55;0.325552743866;4.903235369183;-16.030797496426;-10.408192749681
56;0.088176194298;-10.408192749681;-17.936108093932;-10.862782911001
57;0.081128579724;-10.862782911001;19.015291968406;13.479580616434
58;0.458513773163;13.479580616434;-18.282929639526;-10.616734171675
59;0.084943129243;-10.616734171675;13.369627906939;13.980739439467
60;0.466283352282;13.980739439467;9.542134570283;14.368107281446
61;0.472288803964;14.368107281446;-13.837612048288;-15.899461291390
62;0.003043810234;-15.899461291390;2.446932499924;9.872277619389
63;0.402588935059;9.872277619389;6.187171371417;14.142961933760
64;0.468798324475;14.142961933760;-0.436250805021;-6.202105738752
65;0.153384117039;-6.202105738752;1.927431343540;-3.811041032472
66;0.190453336538;-3.811041032472;-2.535807036124;3.368953393539
67;0.301766421740;3.368953393539;1.128428321474;-1.856266441623
68;0.220758651232;-1.856266441623;-2.573330754460;8.845451264403
69;0.386669812737;8.845451264403;-2.190763049998;-3.833980557885
70;0.190097699862;-3.833980557885;-3.002492527696;-2.511032092858
71;0.210607670549;-2.511032092858;-1.800304244589;-1.215990648331
72;0.230684992354;-1.215990648331;4.650983434497;2.871156907763
73;0.294048969699;2.871156907763;3.039592307263;1.814171513383
74;0.277662284936;1.814171513383;-6.708645907706;-4.059063226392
75;0.186608192103;-4.059063226392;-3.639870535145;-2.048220155173
76;0.217782749190;-2.048220155173;9.823093118785;6.057827305844
77;0.343452645035;6.057827305844;12.835367439276;7.494357349438
78;0.365723496744;7.494357349438;-6.962550412508;-3.725691450172
79;0.191776530507;-3.725691450172;15.286341139601;10.256861275578
80;0.408551222876;10.256861275578;17.208361149155;13.994091892016
81;0.466490358388;13.994091892016;18.463371370984;10.607923087350
82;0.413993813921;10.607923087350;-11.620658275383;-13.499796575667
83;0.040246357633;-13.499796575667;-3.552095712082;-11.066731900009
84;0.077966712201;-11.066731900009;-22.143688569537;-13.461110759915
85;0.040846112626;-13.461110759915;5.442540274059;10.227112876700
86;0.408090026688;10.227112876700;1.359907843179;4.504698212778
87;0.319374131764;4.504698212778;1.095430622287;1.879092349786
88;0.278668767415;1.879092349786;-1.155369180619;-0.232818905787
89;0.245927327300;-0.232818905787;3.099356544134;1.306234761106
90;0.269787626039;1.306234761106;1.836083643117;1.432589394428
91;0.271746530633;1.432589394428;-2.880151109061;-1.688622862088
92;0.223357667741;-1.688622862088;1.797921233633;1.016840193115
93;0.265301076288;1.016840193115;-4.873485769046;-3.030974370026
94;0.202546887271;-3.030974370026;-4.286814023458;-2.549373395669
95;0.210013256618;-2.549373395669;5.899222844296;3.429911053325
96;0.302711462192;3.429911053325;-4.633171866007;-2.602989538208
97;0.209182033376;-2.602989538208;9.581694529796;5.725896087893
98;0.338306639933;5.725896087893;5.856245166769;3.201745617384
99;0.299174161589;3.201745617384;-13.329912282739;-8.341265286738
100;0.120220240454;-8.341265286738;-16.811280678015;-10.271274620828
101;0.090298867163;-10.271274620828;13.516897665264;7.436925289495
102;0.364833114468;7.436925289495;-17.033363986744;-13.165170326994
103;0.045434144408;-13.165170326994;-18.294019293527;-14.968637820421
104;0.017474578029;-14.968637820421;17.673904188474;15.442151537257
105;0.488939956132;15.442151537257;-11.046988855805;-14.677300925358
106;0.021991240118;-14.677300925358;18.648960506868;16.030891109689
107;0.498067319512;16.030891109689;-3.862351988212;-10.605789919639
108;0.085112800469;-10.605789919639;-0.204734523450;-9.068623619522
109;0.108943838933;-9.068623619522;-0.846592618068;8.055418786743
110;0.374421759705;8.055418786743;1.471674269060;-5.185743172391
111;0.169141016869;-5.185743172391;-2.098201294281;7.388853789362
112;0.364087851077;7.388853789362;0.056159219860;-3.211284958280
113;0.199751491247;-3.211284958280;2.287844023862;-1.439916695068
114;0.227213415966;-1.439916695068;-1.198957598160;0.845873485994
115;0.262650540577;0.845873485994;3.517479291022;-1.018947524532
116;0.233739796680;-1.018947524532;1.549603156380;1.942936227809
117;0.279658553565;1.942936227809;-0.619946596812;-0.070495692428
118;0.248443860963;-0.070495692428;4.356903366957;1.145254895951
119;0.267291918608;1.145254895951;4.867953895555;3.614284505963
120;0.305569845726;3.614284505963;7.187345174587;4.383615495909
121;0.317496958889;4.383615495909;3.056150454544;1.702446815087
122;0.275930191549;1.702446815087;-9.948187167750;-6.289664791816
123;0.152026669142;-6.289664791816;-15.444535123223;-9.739535851874
124;0.098542534133;-9.739535851874;-14.051265447911;-7.841508435541
125;0.127968084485;-7.841508435541;17.732006768473;12.955575106436
126;0.450389996664;12.955575106436;18.831557544806;11.184235009429
127;0.422928508612;11.184235009429;-13.802963552077;-14.195972696717
128;0.029453381026;-14.195972696717;-15.072995988487;-15.658984651920
129;0.006771974223;-15.658984651920;6.882450666732;13.281012520607
130;0.455435326850;13.281012520607;-20.105860603210;-16.095795266623
131;0.000000000000;-16.095795266623;3.409487929275;9.591883870156
132;0.398241927047;9.591883870156;-0.504464739705;4.781100345592
133;0.323659256840;4.781100345592;-2.105200319763;7.991439838790
134;0.373429879536;7.991439838790;-0.543342388333;-3.329072579615
135;0.197925402987;-3.329072579615;0.835894286857;-0.906225779422
136;0.235487347510;-0.906225779422;-4.397768781639;5.417154925049
137;0.333520155526;5.417154925049;-2.844432741174;-3.558009958926
138;0.194376134771;-3.558009958926;-4.356519960452;-3.116146819626
139;0.201226439430;-3.116146819626;-4.039579091577;-2.435960142193
140;0.211771528059;-2.435960142193;5.226404701680;3.041629183126
141;0.296691840123;3.041629183126;-4.964374888753;-2.822179510350
142;0.205783881429;-2.822179510350;8.294282300348;4.849948448136
143;0.324726624620;4.849948448136;-1.351097761540;-0.730419978297
144;0.238212904795;-0.730419978297;8.268668650872;5.607683848167
145;0.336473968718;5.607683848167;14.533672216873;10.317625723287
146;0.409493267917;10.317625723287;11.567541784755;13.252344218338
147;0.454990875645;13.252344218338;2.410772164229;9.551073456829
148;0.397609233935;9.551073456829;0.218336547585;9.636391365872
149;0.398931936867;9.636391365872;1.039000063054;-5.572816701791
150;0.163140127982;-5.572816701791;10.308877220484;16.155554217425
151;0.500000000000;16.155554217425;-1.847630912075;-5.879814450571
152;0.158380672119;-5.879814450571;-1.530430686555;-2.544879963934
153;0.210082919312;-2.544879963934;-0.480225046192;-0.778182250935
154;0.237472435429;-0.778182250935;3.658492382711;1.487679068297
155;0.272600598366;1.487679068297;3.560150801041;2.559212958991
156;0.289212831774;2.559212958991;1.071352313307;0.698727981474
157;0.260369310382;0.698727981474;-5.514426421252;-3.543576836200
158;0.194599894752;-3.543576836200;-9.089744471264;-5.672938754441
159;0.161587913047;-5.672938754441;-11.620018725284;-6.724609872987
160;0.145283616710;-6.724609872987;7.263379829492;3.921546245741
161;0.310333394301;3.921546245741;-15.165271339140;-9.879206820795
162;0.096377183363;-9.879206820795;-18.654002654829;-12.805238665465
163;0.051014246749;-12.805238665465;10.567346925139;5.556054154996
164;0.335673541852;5.556054154996;-15.040192557335;-12.698874799183
165;0.052663229939;-12.698874799183;-5.929516732705;-11.589779929832
166;0.069857779734;-11.589779929832;-0.124559174391;-7.716225573670
167;0.129910373163;-7.716225573670;1.185867154666;0.577758398730
168;0.258493891451;0.577758398730;-10.145583657495;-7.856470548303
169;0.127736123451;-7.856470548303;-10.721997527199;-10.814510035652
170;0.081876965080;-10.814510035652;-5.011291706553;-7.501725674221
171;0.133235813848;-7.501725674221;-6.133354840474;-5.588941361783
172;0.162890143714;-5.588941361783;-11.488956109539;-8.457014417728
173;0.118425755373;-8.457014417728;-11.363173238256;-11.899386890312
174;0.065057872670;-11.899386890312;-3.287828630396;-7.249562714844
175;0.137145153510;-7.249562714844;-3.126354496915;-3.706179363957
176;0.192079030814;-3.706179363957;-5.141906487665;-3.595284151167
177;0.193798264498;-3.595284151167;-6.425706233435;-3.827779546619
178;0.190193835549;-3.827779546619;2.342231829713;1.293905483877
179;0.269596482453;1.293905483877;-8.953644837673;-5.753660073231
180;0.160336472099;-5.753660073231;-14.915849838314;-9.573547914887
181;0.101115882840;-9.573547914887;-18.263885152446;-11.640597480661
182;0.069069943696;-11.640597480661;16.891754344633;9.694832063629
183;0.399837956285;9.694832063629;-16.327858010459;-14.056038656805
184;0.031622810246;-14.056038656805;-20.163053937142;-14.713946798451
185;0.021423110820;-14.713946798451;9.738832645488;13.861263602883
186;0.464431091237;13.861263602883;21.374392993380;13.039477559216
187;0.451690755456;13.039477559216;-6.551812554517;-11.376762260939
188;0.073160241062;-11.376762260939;-0.507488579037;-5.698127465686
189;0.161197406733;-5.698127465686;1.420795655311;-2.653488832975
190;0.208399131334;-2.653488832975;-3.178438006539;6.615652526172
191;0.352100736188;6.615652526172;-1.297712447893;-3.111217210177
192;0.201302864286;-3.111217210177;-0.623786696265;-1.123693925090
193;0.232115889429;-1.123693925090;2.889265710736;1.151581532008
194;0.267390001884;1.151581532008;1.195237310184;1.048719451893
195;0.265795307682;1.048719451893;-3.462074787553;-2.021671935581
196;0.218194332271;-2.021671935581;-1.772038928993;-1.182234419510
197;0.231208322841;-1.182234419510;4.858314708703;3.013356311573
198;0.296253519371;3.013356311573;3.868315560087;2.295307196041
199;0.285121440760;2.295307196041;-6.462570053302;-3.809661705064
