n;u;x;x_next
155;0.068614762437;-12.413174156514;-7.128689339217
156;0.150346088052;-7.128689339217;0.981262843169
157;0.275776885085;0.981262843169;4.451498642568
158;0.329448526103;4.451498642568;14.676350191811
159;0.487588950427;14.676350191811;4.040870885692
160;0.323097641947;4.040870885692;-0.214416610072
161;0.257284171017;-0.214416610072;-1.568353569436
162;0.236343801934;-1.568353569436;-8.969028291753
163;0.121882889203;-8.969028291753;-11.600524519399
164;0.081183429847;-11.600524519399;1.803741010921
165;0.288497563309;1.803741010921;6.536866864004
166;0.361701416409;6.536866864004;13.152529608426
167;0.464021113526;13.152529608426;4.264568344046
168;0.326557409633;4.264568344046;3.460542247371
169;0.314122116320;3.460542247371;10.788030918183
170;0.427451113034;10.788030918183;9.132245133498
171;0.401842265285;9.132245133498;1.794790851019
172;0.288359137623;1.794790851019;3.290549134550
173;0.311492955117;3.290549134550;12.992847160009
174;0.461551419953;12.992847160009;6.440797814485
175;0.360215585521;6.440797814485;-0.349312154485
176;0.255197838660;-0.349312154485;-2.422441010629
177;0.223134245814;-2.422441010629;-11.688815715329
178;0.079817893426;-11.688815715329;-7.987016709898
179;0.137070955992;-7.987016709898;1.343526236763
180;0.281379752423;1.343526236763;5.456590910907
181;0.344993565269;5.456590910907;14.421925251574
182;0.483653942880;14.421925251574;3.595515378252
183;0.316209648651;3.595515378252;0.930255240737
184;0.274987987187;0.930255240737;3.234551232224
185;0.310626875840;3.234551232224;14.632528757451
186;0.486911195822;14.632528757451;4.397976644261
187;0.328620739853;4.397976644261;-2.300741310666
188;0.225016487536;-2.300741310666;-8.020246451705
189;0.136557015477;-8.020246451705;-12.484387850418
190;0.067513351456;-12.484387850418;-2.329938386048
191;0.224564917372;-2.329938386048;-2.121549850137
192;0.227787912966;-2.121549850137;-8.839519854289
193;0.123885903051;-8.839519854289;-11.796235231663
194;0.078156513032;-11.796235231663;-0.237008594115
195;0.256934757050;-0.237008594115;2.125175374636
196;0.293468957409;2.125175374636;9.605865774993
197;0.409167415078;9.605865774993;10.765787270986
198;0.427107086542;10.765787270986;-0.222965727890
199;0.257151947961;-0.222965727890;-2.955662443873
