n;block;class;phase;u
110;6;0;0;0.073223304703
111;6;0;0;0.154329141909
112;7;1;0;0.500000000000
113;7;1;0;0.500000000000
114;7;1;0;0.500000000000
115;7;1;0;0.500000000000
116;7;1;0;0.500000000000
117;7;1;0;0.500000000000
118;7;1;0;0.500000000000
119;7;1;0;0.500000000000
120;7;1;0;0.000000000000
121;7;1;0;0.000000000000
122;7;1;0;0.000000000000
123;7;1;0;0.000000000000
124;7;1;0;0.000000000000
125;7;1;0;0.000000000000
126;7;1;0;0.000000000000
127;7;1;0;0.000000000000
128;8;0;0;0.250000000000
129;8;0;0;0.345670858091
130;8;0;0;0.426776695297
131;8;0;0;0.480969883128
132;8;0;0;0.500000000000
133;8;0;0;0.480969883128
134;8;0;0;0.426776695297
135;8;0;0;0.345670858091
136;8;0;0;0.250000000000
137;8;0;0;0.154329141909
138;8;0;0;0.073223304703
139;8;0;0;0.019030116872
140;8;0;0;0.000000000000
141;8;0;0;0.019030116872
142;8;0;0;0.073223304703
143;8;0;0;0.154329141909
144;9;2;0;0.000000000000
145;9;2;0;0.062500000000
146;9;2;0;0.125000000000
147;9;2;0;0.187500000000
148;9;2;0;0.250000000000
149;9;2;0;0.312500000000
150;9;2;0;0.375000000000
151;9;2;0;0.437500000000
152;9;2;0;0.500000000000
153;9;2;0;0.437500000000
154;9;2;0;0.375000000000
155;9;2;0;0.312500000000
156;9;2;0;0.250000000000
157;9;2;0;0.187500000000
158;9;2;0;0.125000000000
159;9;2;0;0.062500000000
160;10;0;0;0.250000000000
161;10;0;0;0.345670858091
162;10;0;0;0.426776695297
163;10;0;0;0.480969883128
164;10;0;0;0.500000000000
165;10;0;0;0.480969883128
166;10;0;0;0.426776695297
167;10;0;0;0.345670858091
168;10;0;0;0.250000000000
169;10;0;0;0.154329141909
170;10;0;0;0.073223304703
171;10;0;0;0.019030116872
172;10;0;0;0.000000000000
173;10;0;0;0.019030116872
174;10;0;0;0.073223304703
175;10;0;0;0.154329141909
176;11;1;0;0.500000000000
177;11;1;0;0.500000000000
178;11;1;0;0.500000000000
179;11;1;0;0.500000000000
180;11;1;0;0.500000000000
181;11;1;0;0.500000000000
182;11;1;0;0.500000000000
183;11;1;0;0.500000000000
184;11;1;0;0.000000000000
185;11;1;0;0.000000000000
186;11;1;0;0.000000000000
187;11;1;0;0.000000000000
188;11;1;0;0.000000000000
189;11;1;0;0.000000000000
190;11;1;0;0.000000000000
191;11;1;0;0.000000000000
192;12;0;0;0.250000000000
193;12;0;0;0.345670858091
194;12;0;0;0.426776695297
195;12;0;0;0.480969883128
196;12;0;0;0.500000000000
197;12;0;0;0.480969883128
198;12;0;0;0.426776695297
199;12;0;0;0.345670858091
200;12;0;0;0.250000000000
201;12;0;0;0.154329141909
202;12;0;0;0.073223304703
203;12;0;0;0.019030116872
204;12;0;0;0.000000000000
205;12;0;0;0.019030116872
206;12;0;0;0.073223304703
207;12;0;0;0.154329141909
208;13;1;0;0.500000000000
209;13;1;0;0.500000000000
210;13;1;0;0.500000000000
211;13;1;0;0.500000000000
212;13;1;0;0.500000000000
213;13;1;0;0.500000000000
214;13;1;0;0.500000000000
215;13;1;0;0.500000000000
216;13;1;0;0.000000000000
217;13;1;0;0.000000000000
218;13;1;0;0.000000000000
219;13;1;0;0.000000000000
220;13;1;0;0.000000000000
221;13;1;0;0.000000000000
222;13;1;0;0.000000000000
223;13;1;0;0.000000000000
224;14;1;0;0.500000000000
225;14;1;0;0.500000000000
226;14;1;0;0.500000000000
227;14;1;0;0.500000000000
228;14;1;0;0.500000000000
229;14;1;0;0.500000000000
230;14;1;0;0.500000000000
231;14;1;0;0.500000000000
232;14;1;0;0.000000000000
233;14;1;0;0.000000000000
234;14;1;0;0.000000000000
235;14;1;0;0.000000000000
236;14;1;0;0.000000000000
237;14;1;0;0.000000000000
238;14;1;0;0.000000000000
239;14;1;0;0.000000000000
240;15;2;0;0.000000000000
241;15;2;0;0.062500000000
242;15;2;0;0.125000000000
243;15;2;0;0.187500000000
244;15;2;0;0.250000000000
245;15;2;0;0.312500000000
246;15;2;0;0.375000000000
247;15;2;0;0.437500000000
248;15;2;0;0.500000000000
249;15;2;0;0.437500000000
250;15;2;0;0.375000000000
251;15;2;0;0.312500000000
252;15;2;0;0.250000000000
253;15;2;0;0.187500000000
254;15;2;0;0.125000000000
255;15;2;0;0.062500000000
256;16;0;0;0.250000000000
257;16;0;0;0.345670858091
258;16;0;0;0.426776695297
259;16;0;0;0.480969883128
260;16;0;0;0.500000000000
261;16;0;0;0.480969883128
262;16;0;0;0.426776695297
263;16;0;0;0.345670858091
264;16;0;0;0.250000000000
265;16;0;0;0.154329141909
266;16;0;0;0.073223304703
267;16;0;0;0.019030116872
268;16;0;0;0.000000000000
269;16;0;0;0.019030116872
270;16;0;0;0.073223304703
271;16;0;0;0.154329141909
272;17;2;0;0.000000000000
273;17;2;0;0.062500000000
274;17;2;0;0.125000000000
275;17;2;0;0.187500000000
276;17;2;0;0.250000000000
277;17;2;0;0.312500000000
278;17;2;0;0.375000000000
279;17;2;0;0.437500000000
280;17;2;0;0.500000000000
281;17;2;0;0.437500000000
282;17;2;0;0.375000000000
283;17;2;0;0.312500000000
284;17;2;0;0.250000000000
285;17;2;0;0.187500000000
286;17;2;0;0.125000000000
287;17;2;0;0.062500000000
288;18;2;0;0.000000000000
289;18;2;0;0.062500000000
290;18;2;0;0.125000000000
291;18;2;0;0.187500000000
292;18;2;0;0.250000000000
293;18;2;0;0.312500000000
294;18;2;0;0.375000000000
295;18;2;0;0.437500000000
296;18;2;0;0.500000000000
297;18;2;0;0.437500000000
298;18;2;0;0.375000000000
299;18;2;0;0.312500000000
300;18;2;0;0.250000000000
301;18;2;0;0.187500000000
302;18;2;0;0.125000000000
303;18;2;0;0.062500000000
304;19;0;0;0.250000000000
305;19;0;0;0.345670858091
306;19;0;0;0.426776695297
307;19;0;0;0.480969883128
308;19;0;0;0.500000000000
309;19;0;0;0.480969883128
310;19;0;0;0.426776695297
311;19;0;0;0.345670858091
312;19;0;0;0.250000000000
313;19;0;0;0.154329141909
314;19;0;0;0.073223304703
315;19;0;0;0.019030116872
316;19;0;0;0.000000000000
317;19;0;0;0.019030116872
318;19;0;0;0.073223304703
319;19;0;0;0.154329141909
320;20;2;0;0.000000000000
321;20;2;0;0.062500000000
322;20;2;0;0.125000000000
323;20;2;0;0.187500000000
324;20;2;0;0.250000000000
325;20;2;0;0.312500000000
326;20;2;0;0.375000000000
327;20;2;0;0.437500000000
328;20;2;0;0.500000000000
329;20;2;0;0.437500000000
330;20;2;0;0.375000000000
331;20;2;0;0.312500000000
332;20;2;0;0.250000000000
333;20;2;0;0.187500000000
334;20;2;0;0.125000000000
335;20;2;0;0.062500000000
336;21;2;0;0.000000000000
337;21;2;0;0.062500000000
338;21;2;0;0.125000000000
339;21;2;0;0.187500000000
340;21;2;0;0.250000000000
341;21;2;0;0.312500000000
342;21;2;0;0.375000000000
343;21;2;0;0.437500000000
344;21;2;0;0.500000000000
345;21;2;0;0.437500000000
346;21;2;0;0.375000000000
347;21;2;0;0.312500000000
348;21;2;0;0.250000000000
349;21;2;0;0.187500000000
350;21;2;0;0.125000000000
351;21;2;0;0.062500000000
352;22;1;0;0.500000000000
353;22;1;0;0.500000000000
354;22;1;0;0.500000000000
355;22;1;0;0.500000000000
356;22;1;0;0.500000000000
357;22;1;0;0.500000000000
358;22;1;0;0.500000000000
359;22;1;0;0.500000000000
360;22;1;0;0.000000000000
361;22;1;0;0.000000000000
362;22;1;0;0.000000000000
363;22;1;0;0.000000000000
364;22;1;0;0.000000000000
365;22;1;0;0.000000000000
366;22;1;0;0.000000000000
367;22;1;0;0.000000000000
368;23;1;0;0.500000000000
369;23;1;0;0.500000000000
370;23;1;0;0.500000000000
371;23;1;0;0.500000000000
372;23;1;0;0.500000000000
373;23;1;0;0.500000000000
374;23;1;0;0.500000000000
375;23;1;0;0.500000000000
376;23;1;0;0.000000000000
377;23;1;0;0.000000000000
378;23;1;0;0.000000000000
379;23;1;0;0.000000000000
380;23;1;0;0.000000000000
381;23;1;0;0.000000000000
382;23;1;0;0.000000000000
383;23;1;0;0.000000000000
384;24;0;0;0.250000000000
385;24;0;0;0.345670858091
386;24;0;0;0.426776695297
387;24;0;0;0.480969883128
388;24;0;0;0.500000000000
389;24;0;0;0.480969883128
390;24;0;0;0.426776695297
391;24;0;0;0.345670858091
392;24;0;0;0.250000000000
393;24;0;0;0.154329141909
394;24;0;0;0.073223304703
395;24;0;0;0.019030116872
396;24;0;0;0.000000000000
397;24;0;0;0.019030116872
398;24;0;0;0.073223304703
399;24;0;0;0.154329141909
